source	candidate	gene_or_target	compound	call	pass_count	failed_gates	reachable_modality	direct_or_foundation_or_response	cross_disease_state	ms_anchor	genetic_or_target_resolution	prior_not_blocked	safety_direction_clear	source_not_demoted	score	blocker_text	mechanism	modality	direction
wave81_perturbation_first	RNF114	RNF114		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked	False	False	False	False	False	False	True	True	2.0	nan nan candidate lacks direct perturbation or model support nan nan nan False  |  |  |  |  |  |  |  |  |  |     candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION			
wave81_perturbation_first	RUNX1	RUNX1		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked	False	False	False	False	False	False	True	True	2.0	nan nan candidate lacks direct perturbation or model support nan nan nan False  |  |  |  |  |  |  |  |  |  |     candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION			
wave81_perturbation_first	SYK	SYK		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	True	False	False	False	False	True	False	2.0	broad immune kinase/prior art NO_REOPEN_BLOCKED_BRANCH broad immune kinase/prior art nan nan nan False  |  |  |  |  |  |  |  |  |  |     NO_REOPEN_BLOCKED_BRANCH broad immune kinase/prior art NO_GO_WAVE62_TARGET_RESOLUTION			
wave81_perturbation_first	TYK2	TYK2		NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear	True	False	False	False	False	False	False	True	2.0	JAK/IFN broad immunosuppression/prior art PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED JAK/IFN broad immunosuppression/prior art prior_art_autoimmune_kinase_class prior_branch_blocker_or_directionality_unresolved nan True prior_art_autoimmune_kinase_class | prior_branch_blocker_or_directionality_unresolved | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:jak_tyk_prior_art_direction_and_selectivity_blocker;no_high_confidence_directional_support | jak_tyk_prior_art_direction_and_selectivity_blocker | no_strong_ms_anchor;no_positive_pert		candidate modality channel	
wave81_perturbation_first	IFNAR1	IFNAR1		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked	False	False	False	False	False	False	True	True	1.0	IFN receptor broad suppression nan IFN receptor broad suppression 			
wave81_perturbation_first	IFNAR2	IFNAR2		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked	False	False	False	False	False	False	True	True	1.0	IFN receptor broad suppression nan IFN receptor broad suppression nan nan nan False  |  |  |  |  |  |  |  |  |  |     IFN receptor broad suppression NO_GO_WAVE62_TARGET_RESOLUTION			
wave81_perturbation_first	IFNGR1	IFNGR1		NO_MODALITY_FIRST_CANDIDATE	2	reachable_modality;direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear	False	False	True	False	False	False	False	True	1.0	IFN receptor broad suppression nan IFN receptor broad suppression nan nan nan True  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  |  |  |  |  |     IFN receptor broad suppression NO_GO_WAVE62_TARGET_RESOLUTION			
wave81_perturbation_first	NFKB1	NFKB1		NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear	True	False	False	False	False	False	False	True	1.0	prior global survivor audit marked prior-art or host-defense penalty PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED prior global survivor audit marked prior-art or host-defense penalty nan nan nan True  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | generic_nfkb_host_defense |  |  |  |  nan   PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED prior g		candidate modality channel	
wave81_perturbation_first	STAT3	STAT3		NO_MODALITY_FIRST_CANDIDATE	2	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear	True	False	False	False	False	False	False	True	1.0	prior global survivor audit marked prior-art or host-defense penalty PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED prior global survivor audit marked prior-art or host-defense penalty nan nan nan True  |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | generic_jak_stat_axis |  |  |  |  nan   PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED prior global survivor audit marked prior-art or hos		candidate modality channel	
wave126_l1000_reversal	BRD-K01436366	LRRK2	XMD-1150	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	7.0	recurrent_reversal;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	Leucine rich repeat kinase inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K37865504	FAAH	LY-2183240	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	7.0	recurrent_reversal;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	FAAH inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K42500029	MKNK1	CGP-57380	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	7.0	recurrent_reversal;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	MAP kinase inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave81_perturbation_first	AXIN1	AXIN1		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	BEAN1	BEAN1		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave126_l1000_reversal	BRD-A37735495	NAN	BRD-A37735495	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	6.0	known_target;recurrent_reversal;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K27305650	MTOR	LY-294002	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	6.0	recurrent_reversal;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	PLK inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K50204028	NAN	BRD-K50204028	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	6.0	known_target;recurrent_reversal;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K60870698	NAN	BRD-K60870698	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	6.0	known_target;recurrent_reversal;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K69516039	NAN	BRD-K69516039	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	6.0	known_target;recurrent_reversal;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K74133369	ATP5F1A	oligomycin-a	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	6.0	recurrent_reversal;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	ATPase inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K77987382	NAN	mebendazole	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	6.0	known_target;recurrent_reversal;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K99530743	NAN	BRD-K99530743	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	6.0	known_target;recurrent_reversal;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave81_perturbation_first	CCDC121	CCDC121		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	CHST11	CHST11		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail nan nan nan False  |  |  |  |  |  |  |  |  |  |   	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	EFR3A	EFR3A		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	FBXO16	FBXO16		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	IGLON5	IGLON5		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	MAN1A2	MAN1A2		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	MREG	MREG		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	PLIN4	PLIN4		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	PLSCR4	PLSCR4		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	RECQL4	RECQL4		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	SLC39A3	SLC39A3		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	YWHAE	YWHAE		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	6.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	4732456N10RIK	4732456N10RIK		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	A4GNT	A4GNT		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	ABTB2	ABTB2		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	AHCTF1	AHCTF1		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	ANKUB1	ANKUB1		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	BC048403	BC048403		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	BPIFB2	BPIFB2		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave126_l1000_reversal	BRD-A09719808	NAN	BRD-A09719808	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	5.0	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A09828896	DRD1	SKF-81297	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	5.0	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	Dopamine receptor agonist	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A14985772	NAN	L-ascorbyl-6-palmitate	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	5.0	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A18411371	NAN	BRD-A18411371	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	5.0	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A18917088	ESR1	estradiol	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	5.0	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	Estrogen receptor agonist	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A36275421	NAN	BRD-A36275421	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	5.0	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A41451487	TSPO	PK-11195	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	5.0	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	Benzodiazepine receptor antagonist	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A68065211	NAN	BRD-A68065211	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	5.0	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A72180425	NAN	K784-3188	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	5.0	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A77216878	FNTA	manumycin-a	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	5.0	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	NFKB pathway inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A79803969	GRIN1	memantine	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	5.0	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	Glutamate receptor antagonist	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A95513702	NAN	BRD-A95513702	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	5.0	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A97833537	NAN	EMF-sumo1-1	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	5.0	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K00429057	NAN	BRD-K00429057	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	5.0	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K05153001	NAN	BRD-K05153001	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	5.0	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
