gene	proxy_call	decision_reason	primary_blocker	genetics_ready_score	module_state_score	perturbation_score	modality_penalty	proper_coloc_or_mr_feasible_this_run	ot_n_diseases_score_ge_0_5	ot_diseases_score_ge_0_5	ot_n_diseases_score_ge_0_8	gwas_catalog_trait_count	gwas_catalog_min_p	gtex_n_relevant_tissues_with_significant_cis_eqtl	gtex_relevant_tissues_with_significant_cis_eqtl	broad_positive_disease_count	broad_negative_disease_count	broad_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_positive_nominal	strict_core_covariate_surviving_disease_count	non_ibd_retained_positive_disease_count	residual_gate_priority_score	geneformer_support_contexts	foundation_real_perturbation_alignment_call	foundation_rescue_recommendation	direct_perturbation_support_binary	perturbation_contradicted_or_do_not_promote	wave23_route_calls	wave23_restoration_call	wave23_restoration_reason	wave23_metabolite_calls	wave24_l1000_target_rows	coloc_mr_blocker	mechanism_note	overall_proxy_score
SDC4	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	3.5	-1.2	0.0	False	0		0	0		0		2	0	type 1 diabetes mellitus;ulcerative colitis	0.9585668826117236	0.0249633235459631	True	0	1	6.0	4	model_only_no_real_perturbation_alignment	do_not_promote_from_foundation_model	0	True					0			2.3
CNN3	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-1.8	0.0	False	0		0	0		0		3	0	Crohn disease;psoriasis;type 1 diabetes mellitus	-0.4698433852675929	0.4900943375716319	False	0	2	7.0	1	no_rescue	do_not_promote	0	True					0			2.2
FKBP1A	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-1.8	0.0	False	0		0	0		0		4	1	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	-0.3348545094591504	0.2385454869670045	False	0	2	8.0	1	no_rescue	do_not_promote	0	True					0			2.2
HLA-B	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-1.8	0.0	False	0		0	0		0		2	0	Sjogren syndrome;type 1 diabetes mellitus	0.2749063406543381	0.0266817350521595	True	0	2	9.0	1	no_rescue	do_not_promote	0	True					0			2.2
PPIL3	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-1.8	0.0	False	0		0	0		0		3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.6072339458133413	0.0182948169279802	True	0	0	2.0	1	no_rescue	do_not_promote	0	True					0			2.2
SEL1L3	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-1.8	0.0	False	0		0	0		0		3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.922501683138024	0.0181382735511015	True	0	0	3.0	1	model_only_no_real_perturbation_alignment	do_not_promote_from_foundation_model	0	True					0			2.2
AQR	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-2.0	0.0	False	0		0	0		0		3	0	Crohn disease;psoriasis;ulcerative colitis	0.2576228255837183	0.0459326873416809	True	0	0	2.0	0	no_rescue	do_not_promote	0	True					0			2.0
CXCL9	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-2.0	0.0	False	0		0	0		0		3	0	Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	2.5544176187121583	0.0309913568123503	True	0	0	3.0	0	no_rescue	do_not_promote	0	True					0			2.0
HAPLN3	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-2.0	0.0	False	0		0	0		0		3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.8526766392396308	0.3481001034968946	False	0	2	8.0	0	no_rescue	do_not_promote	0	True					0			2.0
LTA4H	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-2.0	0.0	False	0		0	0		0		3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.8088474560590342	0.0063566148101549	True	0	0	4.0	0	no_rescue	do_not_promote	0	True					0			2.0
NCK1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-2.0	0.0	False	0		0	0		0		3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.4449989986308154	0.0055557148533128	True	0	0	2.0	0	no_rescue	do_not_promote	0	True					0			2.0
PLEK2	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-2.0	0.0	False	0		0	0		0		3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	3.0459958234208124	0.0073786076112192	True	0	0	2.0	0	no_rescue	do_not_promote	0	True					0			2.0
PPP3CA	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	4.0	-2.0	0.0	False	0		0	0		0		3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.3662550380794975	0.0343364012152779	True	0	0	2.0	0	no_rescue	do_not_promote	0	True					0			2.0
AHR	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	2.0	0.0	0.0	False	0		0	0		0		2	0	Crohn disease;ulcerative colitis	0.4506701497294898	0.2713383380918425	False	0	0	0.0	0			0	False	NO_GO				0			2.0
CIITA	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	2.0	2.0	-2.0	0.0	False	0		0	4	6e-10	5	Spleen;Colon_Sigmoid;Skin_Sun_Exposed_Lower_leg;Thyroid;Cells_Cultured_fibroblasts	2	0	Crohn disease;type 1 diabetes mellitus	-0.1592290360524426	0.5752493711426078	False	0	0	0.0	0	no_rescue	do_not_promote	0	True					0	GWAS Catalog top associations were seen, but no supplied Open Targets credible-set support was present; GTEx cis-eQTL exists but full SNP-level eQTL summary stats were not downloaded; no paired disease GWAS summary stats and eQTL/pQTL summary files were available locally for multi-signal coloc; OpenGWAS endpoint returned auth barrier in this run; local GWAS Catalog parquet lacks an installed reader; candidate is close to HLA-II state biology but lacks target-level disease genetics	MHC-II transcriptional coactivator; central state controller but weak disease genetics in current audit	2.0
HCAR2	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	2.0	0.0	0.0	False	0		0	0		0		2	0	Crohn disease;ulcerative colitis	-0.0848985387310872	0.8285648340862942	False	0	0	0.0	0			0	False	NO_GO				0			2.0
PTGS2	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	2.0	0.0	0.0	False	0		0	0		0		2	0	Crohn disease;Sjogren syndrome	-0.3302668666926305	0.2953446140272054	False	0	0	2.0	0			0	False	NO_GO				0			2.0
RARG	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	2.0	0.0	0.0	False	0		0	0		0		2	0	Crohn disease;type 1 diabetes mellitus	-0.3463666011204802	0.402722295225937	False	0	0	0.0	0			0	False	NO_GO				0			2.0
SPP1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	2.0	0.0	0.0	False	0		0	0		0		2	0	type 1 diabetes mellitus;ulcerative colitis	0.0019111874426158	0.994792495277153	False	0	0	1.0	0			0	False	NO_GO				0			2.0
SLC15A4	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	2.75	1.0	-2.0	0.0	False	1	SLE	1	1	1.9999999999999998e-30	6	Cells_EBV-transformed_lymphocytes;Spleen;Colon_Sigmoid;Colon_Transverse;Thyroid;Cells_Cultured_fibroblasts	1	0	Crohn disease	0.3321058626556699	0.0642367487736337	False	0	0	0.0	0	no_rescue	do_not_promote	0	True		NO_GO	Not a restoration-first target in this scout: local endolysosomal comparator, but correct pharmacology is inhibition and genetics breadth is limited.		0	disease genetics is limited to fewer than four diseases at score>=0.5; GTEx cis-eQTL exists but full SNP-level eQTL summary stats were not downloaded; no paired disease GWAS summary stats and eQTL/pQTL summary files were available locally for multi-signal coloc; OpenGWAS endpoint returned auth barrier in this run; local GWAS Catalog parquet lacks an installed reader	endolysosomal transporter; SLE-heavy genetic signal; immune-cell eQTL would be relevant to pDC/B/myeloid TLR biology	1.75
CALR	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	3.5	-1.8	0.0	False	0		0	0		0		3	0	Crohn disease;psoriasis;ulcerative colitis	-0.3627605322732279	0.0595887198784885	False	0	1	6.0	1	no_rescue	do_not_promote	0	True					0			1.7
SERPINA1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	3.5	-1.8	0.0	False	0		0	0		0		3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	-0.2970372840590478	0.334044421696787	False	0	1	5.0	1	model_only_no_real_perturbation_alignment	do_not_promote_from_foundation_model	0	True					0			1.7
LIMS1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	3.0	-1.4	0.0	False	0		0	0		0		2	0	Crohn disease;ulcerative colitis	0.5206467023461094	0.0204864195148095	True	0	0	0.0	3	model_only_no_real_perturbation_alignment	do_not_promote_from_foundation_model	0	True					0			1.6
MMADHC	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	3.0	-1.4	0.0	False	0		0	0		0		2	0	type 1 diabetes mellitus;ulcerative colitis	0.4823989939429882	0.0184810454366374	True	0	0	0.0	3	model_only_no_real_perturbation_alignment	do_not_promote_from_foundation_model	0	True					0			1.6
CTSS	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.6	0.0	False	0		0	0		0		1	0	type 1 diabetes mellitus	0.189873422640673	0.1407159118865243	False	0	0	3.0	3	model_with_readout_concordance_only	triage_only_no_direct_candidate_perturbation	0	False	NO_GO				0			1.6
KRTCAP3	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	3.5	-2.0	0.0	False	0		0	0		0		2	0	type 1 diabetes mellitus;ulcerative colitis	2.0628495204019814	0.0373082507309811	True	0	1	5.0	0	no_rescue	do_not_promote	0	True					0			1.5
CD44	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	1.0	2.0	-1.6	0.0	False	1	systemic lupus erythematosus	0	0		0		2	1	Crohn disease;ulcerative colitis	1.3446537852001974	0.0331669831445104	True	0	0	2.0	2	no_rescue	do_not_promote	0	True					0			1.4
BIRC3	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	3.0	-1.6	0.0	False	0		0	0		0		2	0	type 1 diabetes mellitus;ulcerative colitis	0.7690495898515248	0.0182090480476607	True	0	0	0.0	2	model_only_no_real_perturbation_alignment	do_not_promote_from_foundation_model	0	True					0			1.4
LIPA	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	3.0	-1.6	0.0	False	0		0	0		0		3	1	Crohn disease;psoriasis;type 1 diabetes mellitus	0.4580110941773352	0.2725305004844303	False	0	2	1.0	2	model_contradicted_by_gse162463_screen	do_not_promote	0	True	NO_GO				0			1.4
LAMP3	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.4	0.0	False	0		0	0		0		2	1	Crohn disease;ulcerative colitis	1.112744457164954	0.1588852707263668	False	0	0	2.0	2	model_with_readout_concordance_only	triage_only_no_direct_candidate_perturbation	0	False					0			1.4
CTSL	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	2.5	-1.2	0.0	False	0		0	0		0		2	1	psoriasis;ulcerative colitis	0.4062437628526023	0.0338072600121596	True	0	1	6.0	4	model_contradicted_by_gse162463_screen	do_not_promote	0	True					0			1.3
TRIQK	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	3.0	-1.8	0.0	False	0		0	0		0		2	0	Crohn disease;ulcerative colitis	0.6174918323292342	0.0073792702277832	True	0	0	0.0	1	model_contradicted_by_gse162463_screen	do_not_promote	0	True					0			1.2
DCLRE1B	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	3.0	-2.0	0.0	False	0		0	0		0		2	0	psoriasis;type 1 diabetes mellitus	0.8296249946325531	0.0306555079225424	True	0	0	0.0	0	no_rescue	do_not_promote	0	True					0			1.0
IL2RG	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	3.0	-2.0	0.0	False	0		0	0		0		2	0	Crohn disease;ulcerative colitis	0.7679981961613978	0.0170189770238671	True	0	0	4.0	0	no_rescue	do_not_promote	0	True					0			1.0
CARD9	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	2.0	0.0	1.0	False	0		0	0		0		2	0	psoriasis;type 1 diabetes mellitus	-0.4691972101237329	0.13197995180624	False	0	0	0.0	0			0	False	NO_GO	NO_GO	direction is not a clean restoration hypothesis and no direct modality exists.		0			1.0
C1QB	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.0	0.0	False	0		0	0		0		1	0	Sjogren syndrome	-0.6194027951632819	0.0267818944347562	False	0	0	0.0	0			0	False	NO_GO				0			1.0
GPBAR1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.0	0.0	False	0		0	0		0		1	0	type 1 diabetes mellitus	-0.4473677560319666	0.7006084739471476	False	0	0	0.0	0			0	False	NO_GO				0			1.0
IL10RB	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.0	0.0	False	0		0	0		0		1	0	type 1 diabetes mellitus	-0.1026085231641591	0.5115088891402128	False	0	0	0.0	0			0	False	NO_GO				0			1.0
NDUFA4	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.0	0.0	False	0		0	0		0		1	0	Sjogren syndrome	0.1258480985791266	0.2257140882355982	False	0	0	0.0	0			0	False					0			1.0
NR1H2	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.0	0.0	False	0		0	0		0		1	0	type 1 diabetes mellitus	0.0646192467591699	0.8274524136837126	False	0	0	0.0	0			0	False	NO_GO				0			1.0
OSMR	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.0	0.0	False	0		0	0		0		1	0	psoriasis	-0.1853364301887587	0.8643590462425126	False	0	0	1.0	0			0	False		NO_GO	Not a restoration-first target in this scout: locally justified comparator, but not a restoration target and previously demoted as IBD/tissue-remodeling prior art.		0			1.0
RARB	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.0	0.0	False	0		0	0		0		1	0	ulcerative colitis	-0.995835842981616	0.3956912011359629	False	0	0	0.0	0			0	False	NO_GO				0			1.0
S1PR4	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.0	0.0	False	0		0	0		0		1	0	Crohn disease	-0.2316346056971374	0.8535914831463017	False	0	0	0.0	0			0	False	NO_GO				0			1.0
S1PR5	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.0	0.0	False	0		0	0		0		1	0	psoriasis	-2.016735674222939	0.0866606248082532	False	0	0	0.0	0			0	False	NO_GO				0			1.0
VDR	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	1.0	0.0	0.0	False	0		0	0		0		2	1	Crohn disease;ulcerative colitis	0.4839545599171346	0.21765266584024	False	0	0	0.0	0			0	False	NO_GO				0			1.0
ACSL1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	2.5	-2.0	0.0	False	0		0	0		0		2	1	Crohn disease;ulcerative colitis	0.0335463402392637	0.9588038259244676	False	1	0	7.0	0	no_rescue	do_not_promote	0	True					0			0.5
ABCA1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		0	1		0.6056046515502906	0.0344909063382469	True	0	0	0.0	0			0	False	NO_GO				0			0.0
ALOX5	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		0	0		-0.4872919102940258	0.3442255520732666	False	0	0	0.0	0			0	False	NO_GO				1			0.0
C1QA	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		1	1	Sjogren syndrome	-0.6196742601671481	0.0106910547297546	False	0	0	0.0	0			0	False	NO_GO				0			0.0
CYP1A1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		1	1	psoriasis			False	0	0	0.0	0			0	False	NO_GO				0			0.0
FFAR3	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		0	0		-0.2786921069092285	0.3986416528551088	False	0	0	0.0	0			0	False	NO_GO				0			0.0
IL10	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		0	0		0.5386340709389863	0.0920894843746553	False	0	0	0.0	0			0	False	NO_GO	PARK	restoration modality exists, but direct prior art and lack of local biomarker delta block a new V3 claim.		0			0.0
IL10RA	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		1	1	Sjogren syndrome	-0.3174369158890311	0.0985691833215868	False	0	0	0.0	0			0	False	NO_GO				0			0.0
LTB4R	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		0	0		-0.7124329942174041	0.012556210475751	False	0	0	0.0	0			0	False	NO_GO				0			0.0
PPARA	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		0	0		-0.1159367355437837	0.6938446521810258	False	0	0	0.0	0			0	False	NO_GO				1			0.0
PPARG	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		1	2	ulcerative colitis	1.33861418076643	0.0023372069061631	True	0	0	0.0	0			0	False	NO_GO				0			0.0
PTGER2	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		1	1	type 1 diabetes mellitus	-1.0355282490505529	0.3191013577898975	False	0	0	0.0	0			0	False	NO_GO				0			0.0
RARA	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		1	1	type 1 diabetes mellitus	0.0065111941798141	0.9898131154979394	False	0	0	0.0	0			0	False	NO_GO				0			0.0
S1PR3	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		0	0		-0.3070594008594431	0.8302312978749058	False	0	0	0.0	0			0	False	NO_GO				0			0.0
SLC10A2	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	0.0	False	0		0	0		0		0	0				False	0	0	0.0	0			0	False	NO_GO				0			0.0
CD300LF	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	1.5	-1.8	0.0	False	0		0	0		0		1	0	psoriasis	-0.0991212524448474	0.7089814372180329	False	0	1	3.0	1	model_only_no_real_perturbation_alignment	do_not_promote_from_foundation_model	0	True					0			-0.30000000000000004
UNC93B1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	1.0	-1.8	0.0	False	0		0	0		0		1	0	Crohn disease	0.0156645173787914	0.9600140749605044	False	0	0	0.0	1	no_rescue	do_not_promote	0	True					0			-0.8
VPS35	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	1.0	-1.8	0.0	False	0		0	0		0		1	0	psoriasis	0.0396661740031198	0.826042286047968	False	0	0	0.0	1	no_rescue	do_not_promote	0	True					0			-0.8
CTSD	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-1.0	0.2	0.0	False	0		0	0		0		0	2		0.4931363740249406	0.0483200176388117	True	0	0	0.0	1	model_with_readout_concordance_only	triage_only_no_direct_candidate_perturbation	0	False					0			-0.8
MSR1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	1.0	-2.0	0.0	False	0		0	0		0		0	0		0.5659305923555848	0.0313140694878595	True	0	0	0.0	0	no_rescue	do_not_promote	0	True					0			-1.0
ATG16L1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	0.0	0.0	1.0	False	0		0	0		0		0	0		-0.0960188702877271	0.748415654224524	False	0	0	0.0	0			0	False	NO_GO	NO_GO	restoration direction is plausible, but no current modality restores ATG16L1 selectively in gut/immune compartments.		0			-1.0
CYP1B1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-1.0	0.0	0.0	False	0		0	0		0		0	1		-0.6023845774338508	0.2965901394261897	False	0	0	0.0	0			0	False	NO_GO				0			-1.0
CYSLTR2	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-1.0	0.0	0.0	False	0		0	0		0		0	1		-0.7511465228104699	0.4708884319619031	False	0	0	0.0	0			0	False	NO_GO				0			-1.0
IL6R	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-1.0	0.0	0.0	False	0		0	0		0		0	2		0.3662122714747209	0.0384363893169096	True	0	0	0.0	0			0	False		NO_GO	Not a restoration-first target in this scout: feasible current modality is blockade, not restoration, and the autoimmune target class is fully prior-arted.		0			-1.0
